,tweets_original,tweets_translater_unicamp,tweets_translater_face,polaridade
6368,Confesso que sempre tive um crush bem forte no Dr Jairo Bouer #Encontro,I confess that I always had a very strong crush,I acknowledge that I have always had a very strong crush at Dr. Jairo Bouer #Meet,0
6369,"""homem que é homem não lava louça"" , nem homem tu é caraa, faltou crescer mentalmente #Encontro","""Man who is a man who does not wash dishes""","“The man who is man doesn’t wash madness,” nor man you’re cute, failed to grow mentally.",-1
6370,Yuko ta no time azul então eu sou time azul. #MasterChefBR,#MasterChefBR,Yuko ta in the blue time so I am blue time. #MasterChefBR,0
6371,Alguém sabe se as entrevistas do #ConversacomBial são editadas? Me pareceu que sim mas fiquei em dúvida.,It seemed to me that it was yes but I was in do,Someone knows if the #ConversacomBial interviews are edited?I thought yes but I was in doubt.,0
6372,#TheNoite com o mega master crush . &lt;3 #MalumaNoTheNoite,&lt;3 #MalumaNoTheNoite,#TheNoite with the mega master crush. &lt;3 #MalumaNoTheNoite,1
6373,"Termogênica mesmo viu, viado #MasterChefBR","We saw it, viado #MasterChefBR","Thermogenic even seen, seen #MasterChefBR",-1
6374,#Thenoite dessa foto pra outra deve ta faltando uns 70kg kkk todo mundo tava gordo até o ,Every night from this photo to another should be missing,"It’s a good idea to be able to do it, but it’s a good idea to be able to do it.",0
6375,O #AltasHoras tem que encerrar com o moço da plateia dançando Tchan lá no meio do palco. Ele deu um show!,He gave a concert!,The #AltasHoras has to close with the plateau boy dancing Tchan there in the middle of the stage.,1
6376,embuste da miriam ficou 😒#MasterChefBR,The embust of myria was #MasterChefBR,Miriam's shadow is left #MasterChefBR,-1
6377,"Porra Victor, voltou das cinzas semana passada pra que ???? #MasterChefBR","Porra Victor, returned from the ash last week to w","Porra Victor, returned from the sand last week to what???? #MasterChefBR",0
6378,Vanessa da Mata ❤️ #AltasHoras,❤️ #AltasHours,Vanessa da Mata #AltasHoras,1
6379,#VídeoShowAoVivo Otaviano. Fui que dei meu segundo livro para você e você fez vídeo para mim sou eu,I got my second book to you and you made video to me I,I've been giving my second book to you and you've made a video to me I'm,0
6380,#VideoShowAoVivo com Fátima Bernardes tudo de bom,All the good things are good for me to live with Fátima,#VideoShowAoLive with Fatima Bernardes everything well,1
6381,"#Encontro.  Bom diaa   ! E Bom diaa pra esta criatura linda,  . Sempre gentil. Educação é tudo. ❤🌷",Good morning! And Good morning for this beautiful creature,Good day! and good day to this beautiful creature. always gentle. education is everything.,1
6382,#MasterChefBR  sardinha me lembra merenda da escola kkkkkkk #amava,The school meals kkkkkkkkkkk,#MasterChefBR sardinha reminds me merenda of school kkkkkkk #amava,1
6383,#MasterChefBR emocionante hoje,Emotional #MasterChefBR today #MasterChefBR emo,#MasterChefBR exciting today,1
6384,"#VideoShowAoVivo
EU AMO A FATINHA,E UM ORGULHO IMENSO SER FÃ DESSA PROFISSIONAL INCRIVEL ELA DANÇA,APRESENTA,E AS VZS CANTA TBM,ARRASA MSM",IM AN IMMEDIATE PROFESSIONAL INCRIV,"#VideoShowAoLive I love the girlfriend, and an immense pride to be made of her incredible professional she dances, presents, and the VZS sing TBM, narras MSM",1
6385,"Acabei de ver a entrevista do Bell Marques pelo #TheNoite, impressionante que ele tenha tanta energia e boa aparência aos 64 anos","I just saw Bell Marques's interview by #TheNoite, I ""","I just saw Bell Marques' interview for #TheNoite, impressive that he has so much energy and good appearance at the age of 64.",1
6386,"#QuartaDetremuraSDV
#MasterChefBR 
O melhor progama culinário do Brasil e do mundo 💖💖💖",The best culinary progamma in Brazil and the world ,#QuartaDetremuraSDV #MasterChefBR The best culinary proga in Brazil and the world,1
6387,Hoje tem #MasterChefBR !!!,Today there is #MasterChefBR!!!,Today we have #MasterChefBR!!!,0
6388,"Meu senhor!!! Ta piorando a situação! Hamburguer (?) de brigadeiro, brownie com sorvete mais pão!
#MaisVoce","The situation is worsening! Hamburguer (?) brigadeiro, brownie","My Lord!!!That worsening the situation!Hamburger (?) of brigadier, brownie with ice cream more bread! #MaisVoce",0
6389,"Só no #Encontro mesmo, pra pessoa falar que farinha ""tal"" da muito peido. Kkkkkkk",Kkkkkkkkkkkkkkkkkkk,"It’s only in the #Meeting really, to the person to say that flour “tal” of the very chest.",-1
6390,Como prestar atenção no trabalho sabendo q a  vai estar no #Encontro ?? ♥️,How to pay attention to work knowing that it will be in #,How to pay attention to work knowing q will be on the #Meet? ♥️,1
6391, Namaria sua louca! Hahaha #MaisVoce,Hahaha #ThreeYoung Namaria your crazy! Hahaha,I love your madness! #MaisVoce,0
6392,Eternamente nossa musa   #VideoShowAoVivo,We are still weevil #VideoShowAoVivi,Eternally our musa #VideoShowAoVivo,0
6393,"Quero colocar esse Vitor num pode, que coisa mais linda. #MasterChefBR #FicaVitor",#MasterChefB #FicaVitor I want to put thi,"I want to put this Vitor in one can, what more beautiful thing. #MasterChefBR #FicaVitor",1
6394,"As Galvão são muito engraçadas, já chegaram pedindo beijinho do Tiago 😅 #Encontro","The Galvão are very strange, they have already arri","The Galvons are very funny, they’ve already come asking for a kiss from Jacob.",1
6395,Hoje tem #MasterChefBR  🍲🥘😋,Today there is #MasterChefBR  Today there is #Master,Today we have #MasterChefBR,0
6396,quando eu for eleito presidente da republica vou criar um projeto de lei que só mulheres poderão lavar louça aqui no brasil #Encontro,I will create a bill that only women can wash dishe,When I'm elected President of the Republic I'm going to create a bill that only women will be able to wash foam here in Brazil #Meet,0
6397,"""nossa nem acho a deborah tao bonita assim"" VIU ERRADO, ve dnv #MasterChefBR","VIU ERRADO, ve dnv #MasterChefBR","""We don't think the deborah tao beautiful so"" I've been wrong, see dnv #MasterChefBR",0
6398," Namoral, te amo!! kkkk #MasterChefBR","Namoral, you amo!! kkkk #MasterChefBR",I love you! #MasterChefBR,1
6399,PPK CHORA HAHAHAHHAHAHAHAHA Catra na sofrência  #thenoite,The sleep is a sleep-induced sleep,PPK Cry HAHAHAHAHAHAHAHA Catra in suffering #thenoite,1
6400,#Masterchefbr hoje eu to dividida pra que time torcer #vermelho #azul,I am divided to what time to swing #red #blue,#Masterchefbr today I to divided to what time torcer #red #blue,0
6401,Gente esse episódio de hj do #MasterChefBR foi mais movimentado que a minha vida social INTEIRA 😱,This episode of #MasterChefBR was more stimula,People this #MasterChefBR hj episode was more moving than my INTELLIGENT social life.,0
6402, Começoooou 😃 #TheNoite,Começoooou  #TheNoite,Started by #TheNoite,1
6403,"Oi produção ! Com TANTO cozinheiro BOM eliminados do #MasterChefBR, que tal uma edição #MasterChefBRAllStar?No aguardo. obg dnd",Oi produção ! With ANN cook BOM eliminated from #Master,"Oh production! with so much BOM cook removed from #MasterChefBR, what to say a #MasterChefBRAllStar edition?",0
6404,"A SOPHIA ESTÁ A COISA MAIS LINDA ❤
#VideoShowAoVivo 
#VídeoShowComSophiaAbrahão",The SOPHIA is THE WORDSLED ❤ #Vide,SOPHIA IS THE BEST THING ❤ #VideoShowAoVivo #VideoShowComSophiaAbrahão,1
6405,Olá  gostaria da participação do Fiuk no #AltasHoras. Obrigada!,"Hello, I would like to have Fiuk's participation in""",Hello I would like to participate in Fiuk on #AltasHoras.,0
6406,To chocado com a voz da melanie #domingolegal,To shocked with the voice of melanie #domingolegal I shock,To shocked with the voice of melanie #domingolegal,-1
6407,Cheguei com medo de ler a TL pra não ver spoiler de #MasterChefBR,I was afraid to read the LT so as not to see,I came with fear to read TL so that I didn't see #MasterChefBR spoiler,-1
6408,Queria um terço da lucidez do Dráuzio.  #ConversaComBial,#ConversationCombined,I wanted one-third of the lucidity of Dracula. #ConversaComBial,1
6409,"Vontade de destroçar a cara do Louro José, que antipatia esse papagaio! #MaisVoce",#MaisVoce,It’s a good idea for you to get to know what you’re doing.,-1
6410,#MasterChefBR já sou time azul desde neném 👶,#MasterChefBR I am a blue team since baby,#MasterChefBR I'm blue time since childhood,0
6411,leonardo cada dia mais invejoso  #MasterChefBR,Leonardo every day more invejoso #MasterChef,Leonardo ever more jealous #MasterChefBR,-1
6412,"Hierarquia não é poder, é serviço. #HierarquiaNãoÉPoderÉServiço   #ConversaComBial O topo hierárquico responde aos atos",The hierarchical top responds to actions of the hiera,"The hierarchy is not power, it is service. #HierarchyNoEpoderEServicio #ConversaComBial The hierarchical top responds to the acts",0
6413,O erro foi dá produção da Namaria #maisvoce que não perguntou para os convidados oq eles não gostavam Taís Araújo certinha não sou obg a nda,The error was the production of Namaria #maisvoce that di,The error was given production of Namaria #maisvoce that didn't ask for the guests oq they didn't like Taís Araújo certain I'm not obg a nda,0
6414,#MaisVoce me doa esse pijama..haha ,#By You give me this sweetness..haha,I don’t give you this pyjama.,0
6415,Começouuuu #MasterChefBr,Começouuuu #MasterChefBr #MasterChefBr #,Started by #MasterChefBr,1
6416,Porque Laura Müller não está participando do #AltasHoras?,Because Laura Müller is not participating in #AltasHoras?,Why is Laura Müller not participating in #AltasHoras?,0
6417,"Passa esse clipe logo pelo amor De Deus.
#DomingoLegal",#DomingoLegal Pass this clip right by the love,Take this clip quickly for God’s love. #DomingoLegal,-1
6418,que milagre que até agora o  nao chorou #VideoShowAoVivo,What miracle that so far did not cry #VideoShowAo,What a miracle that has not yet been crying #VideoShowAoVivo,0
6419,Que delícia  no #Encontro!😍,What deliciousness in #Encontro!,What a pleasure at the meeting!,1
6420,"#VideoShowAoVivo  impossível não chorar com essa menininha , parabéns Fátima e vídeoshow! A vida é risos, mas é bom perceber a realidade. Bj","Life is laugh, but it is good to realize reality. Bj","#VideoShowAoLive impossible not to cry with that girl, congratulations Fatima and videoshow!Life is laugh, but it's good to realize the reality.",1
6421,Melhor parte do meu dia 👌😍 #VideoShowAovivo,Better part of my day  #VideoShowAovivo,The best part of my day 👍🏻 #VideoShowAovivo,1
6422,  pelo amor de Deus mande um beijo pra  😘amo muito ❤#FatimaBernardesNoVideoShow #VideoShowAoVivo,I love a kiss to  I love a lot ❤#,For the love of God send a kiss to you ❤#FatimaBernardesNoVideoShow #VideoShowAoVivo,1
6423,Se Leo não esfregar um creme no prato é a mesma coisa de não ter cozinhado #MasterChefBR,If Leo does not rub a cream on the dish it is the sa,If Leo doesn’t spray a cream on the dish is the same thing as not cooking #MasterChefBR,0
6424,Escondendo essa barriguinha de que? De nhoque né hahahah #VideoShowAoVivo,"With this sign, right hahahah #VideoShow","It’s a good thing to do, but it’s a good thing to do, it’s a good thing to do.",0
6425,Como assistir se o tt já está todo cagado de spoiler? #MasterChefBR,#MasterChefBR How to watch if the tt is already,How to see if the tt is already all spoiler? #MasterChefBR,-1
6426,"  Tá bombando, ela tomba mesmo e ela é sempre assim, simples, linda e muito interessante.  #VideoShowAoVivo","#VideoShowAoVideoI'm going to bombando,""","It bombs, it falls even and it’s always so, simple, beautiful and very interesting. #VideoShowAoVivo",1
6427,"Manoooo eu já tô passando mal
#DomingoLegal","I'm getting sick #DomingoLegal""",I'm going to go wrong #DomingoLegal,-1
6428,"A  é a melhor pessoa, já era fã agora triplicou! #AltasHoras #NaturalOnde? #NuncaQuis #TbmNãoQuero #BarrigãoxBuraquinho hahaha",#AltasHours #NaturalWhere? #NuncaQuis #T,"It is the best person, it was already a fan now tripled! #AltasHoras #NaturalWhere? #NuncaQuis #TbmNotI want #BarrigãoxBuraquinho hahaha",1
6429,"Então, quer dizer q temos  e  hj no #Encontro ✨💫🌻🙋🏻🎈 ... 👏🏻","So, I mean q we have and hj in #Encontro","So, it means q we have and hj in the #Meet <unk> <unk> <unk> <unk> <unk>",0
6430,Tomar um banho de chuvaaaaaa 🎶🎵 #Altashoras,Take a rainy bathaaaaaaa  #Altas,Take a rain bath <unk>🏻 #Altashoras,0
6431,Daniel de Oliveira 😍 #VideoShowAoVivo,Daniel de Oliveira  #VideoShowAoVideoShowAoVi,by Daniel de Oliveira #VideoShowAoVivo,1
6432,Chorando estou!!! #AltasHoras,#AltasHoursHours,I am crying!!! #HighHoras,-1
6433,Olha ela ..a menina do G1 vestida com a blusa minha e de minhas Sisters. ..Kardashians vibes total #Encontro,Look at her girl G1 dressed in my blouse,Look at her..the girl of G1 dressed in my and my Sisters shirt...Kardashians vibes total #Meet,0
6434,Sienna tem um talento impressionante #DomingoLegal ☺,Sienna has an impressive talent #DomingoLegal ☺,Sienna has an impressive talent #DomingoLegal ☺,1
6435,#MaisVocê hummm aquela barca com essa batatinha gordurosa e calabresa delicious,You hummm that bar with this fatty and slaughter,You hummm that boat with that fat potato and calabresa delicious,1
6436,"#encontro ""o que você tem de mais segreto no seu celular"" - meus nudes kkkkkkkkkkk",My nudes kkkkkkkkkkkkkkkk,"# Meeting ""what you have the most secret on your cell phone"" - my nudes kkkkkkkkkkkkk",0
6437,"Pensei positivo até o final do programa, torcendo para o  não sair
#MasterChefBR","I thought positive until the end of the program, swing","I thought positive until the end of the program, turning to not leave #MasterChefBR",0
6438,"_Lindão, se algum professor me tratar como os jurados do #MasterChefBR trata geral, eu c/uma faca na mão, ela voará na direção dele!",If a teacher treats me as the #MasterChefBR ra,"_Lindon, if any teacher treats me as the #MasterChefBR jury treats general, I c/a knife in the hand, she will fly in his direction!",-1
6439,#VideoShowAoVivo estou curtindo muito vcs queridos bjs .,I am enjoying a lot of your loved ones b,#VideoShowAoVivo I’m shorting a lot vcs dear bjs.,1
6440,"Eita, Mirian vacilou duas vezes num dia só... Ora ora se o mundo nao da voltas #MasterchefBr",Sometimes sometimes if the world does not turn #,"Eita, Mirian vacillated twice a day... Now if the world doesn’t turn #MasterchefBr",0
6441,Cada dia me supero na alimentação #MasterChefBR,Each day I surpass in the diet #MasterChefBR E,Every day I overcome myself in food #MasterChefBR,0
6442,grito q esqueceram a letra da música kkkkkkkkkkkkk #Encontro,They forgot the lyric of the music kkkkkkk,I'm not sure if you're going to get a lot of money and you're going to get a lot of money.,0
