,tweets_original,tweets_translater_unicamp,tweets_translater_face
3102,Fatima Bernardes no  #VideoShowAoVivo,#MasterChefBR WHICH EPISODIO FOI E,Fatima Bernardes on #VideoShowAoVivo
3103,#TheNoite sempre o melhor!,"#MasterChefBR she is always, but hj is ",The Night is always the best!
3104,Hoje é dia de bombar o Twitter com #MasterChefBR,#MasterChefBR Yukooo vc é divaaa !!,Today is the day of bombing Twitter with #MasterChefBR
3105,Não passa uma agulha no me c* santo pai eterno Douglas não pode sair #MasterChefBR,#ConversationBial,No needle passes in me c* Holy Father Douglas cannot leave #MasterChefBR
3106,"chorei horrores vendo aqui, com o discurso da paola, com a nayane e claro com o corte do victor b, que guerreiro! #MasterChefBR",#DomingoLegal,"I cried horrors seeing here, with the speech of paola, with the nayane and clearly with the cut of victor b, what warrior! #MasterChefBR"
3107,"#MaisVocê
NAMARIA DE UNICORNIO EU VENERO MUITO ESSE PROGAMA",Do not faint ,#MaisYour NAMARIA of UNICORNIO I'll see this program very much
3108,af mas que merdaaaa hein  #masterchefBR,Does that pasta come to all of those people? ,I think it’s a good thing #masterchefBR
3109,"Acabou rápido, foda demais a entrevista

#TheNoite","Monica linda,maravilhosa, Deusaaaaaaaa #","It's finished quickly, too foda the interview #TheNoite"
3110,Bial perguntou sobre as precursoras do sertanejo feminino: ela respondeu elas! E irmãs Galvão? Roberta Miranda? #ConversaComBial,Very sensitive interview with #Conversation-Combinial,Bial asked about the precursors of the female serpent: she answered them! and sisters Galvão? Roberta Miranda? #ConversaComBial
3111,#DomingoLegal música linda da Siena belle,It is impressive to see an actor entertains himself,Beautiful music from Siena Belle
3112,"Não pude de #MasterchefBr ontem...
Ou eu dormia cedo para acordar bem ou via todo e levantava um caco.",TCHAAAAAANNNNNNNN #AltasHo,I couldn’t get #MasterchefBr yesterday... Or I slept early to wake up well or I saw everything and raised a cake.
3113,#MaisVoce  Vc é muito linda❤❤ Também ñ como essa abóbora 😝,"#I meet the food and the food I'm watching Fátima her""",#MaisVoce Vc is very beautiful❤❤ Also ñ like this beef 👍
3114,Não sei se me encanto pelo Vitor ou pela Paola de óculos #MasterChefBR,Super sincere Léo kkkkkkkk #MasterChefBR,I don't know if I love Vitor or Paola's glasses #MasterChefBR
3115,Vale Tudo no #Encontro: novelão influencer ❤,Awaiting to start #MasterChefBR,Everything is worth on #Encounter: novel influencer ❤
3116,#Encontro Fui abusada na infância e até hj não consigo falar sobre o assunto. Muito menos perdoar os abusadores q já faleceram.,"They married, they were separated for 8 years and mar",I was abused in childhood and even hj I can't talk about the subject. much less forgive the abused q have already died.
3117,"#ConversaComBial Verdade sem o $$ dos russos o povo cubano sofreu barbaridade,Agora me pergunta se a Família Castro sofreu?",Only emotions in #Control,"#ConversaComBial Truth Without the $$ of the Russians the Cuban people suffered barbarism, Now you ask me if the Castro family suffered?"
3118,"A única participante que me importava e eliminaram foi a A Douglas! Podem eliminar a mentirosa, truqueira que é ""profissional"" #MasterChefBR",I agree !! Mto boa agenda do #encontro.Laura Carneiro tb,"The only participant that concerned me and eliminated was A Douglas! They can eliminate the liar, trick that is ""professional"" #MasterChefBR"
3119,#VídeoShowAoVivo Otaviano. É maria Cristina dei segundo livro para você você fez vídeo para mlm sou eu maria Cristina sou Sua fan,My clock was just over 1h... I was crazy,It is maria Cristina dei second book for you you made video for mlm am I maria Cristina am Your fan
3120,#MaisVoce isso pra mim é bolinha de abobrinha... Panqueca é outra coisa!,"You cooked, transformed and did everything at the","I think it’s a big dwarf for me, it’s a big dwarf for me."
3121,"#VideoShowAoVivo eu assistindo aqui, vendo a mulher mais linda do mundo.","These days, I slept with the stuttering, ha","I live watching here, seeing the most beautiful woman in the world."
3122, Melhor opção 😂😂 #MasterChefBR,"You're going to start the Video Show #VideoShowAoVi""",The best option 😂😂 #MasterChefBR
3123,"Achei ela bem covarde, mentiu pra não ser capitã, ta com medinho linda, já quero que saia. #MasterChefBR",I think she will not know how to say #Con,"I found her very cowardly, she lies not to be captain, she is beautiful, I want her to go out. #MasterChefBR"
3124,"#MasterChefBR
QUE EPISÓDIO FOI ESSE MANOO",There is no problem the stutter does #Encounter no,#MasterChefbr What Episode Was This Manoo
3125,"Que linda a  está hoje... #MasterChefBR  ela está sempre, porém hj está mais 💜",MTBM MTBM MTBM MTBM MTB,"How beautiful she’s today... #MasterChefBR she’s always, but hj is more 🙂"
3126,#MasterChefBR Yukooo vc é divaaa !! Kkkkk #ficaYuko,What is important is democracy! Popular communication is the best ,#MasterChefBR Yukooo vc is divaaa!! Kkkkk #ficaYuko
3127,"Capacidade de gostar dos piores, só Jesus !
#ConversaComBial",#ThisYouYou are your tablet cake Ana?,"The ability to love the worst, only Jesus! #ConversaComBial"
3128,"A VOZ DA BEBE 😭❤️😭❤️😭❤️😭❤️😭 O sotaque, ai meu deus, que saudade é essa. #DomingoLegal","Jacquin is very fool I don't tire to say that I""",The voice of the baby <unk>❤️<unk>❤️<unk> <unk> <unk> <unk> <unk> <unk> <unk>
3129,Miga  cê ta vendo #MaisVoce? Não desmaia 😅,Education sent memories in #MaisVoce #MaisVoce #Ma,What do you think is that you’re going to see #MaisVoce?
3130,Será que aquele macarrão chega pra toda aquela gente? 🤔 #MaisVocê, #MasterChefBR,Would that bull come to all those people?
3131,"Monica linda,maravilhosa, Deusaaaaa
#VideoShowAoVivo",Look at the Gigantossauro here! #MasterChefBR,"I think it’s a good thing to do, but it’s a good thing to do."
3132,Entrevista bem sensata com  no #ConversaComBial,"Ah no Vitor, so you cannot defend my lovingly beau",Interviews with the #ConversaComBial
3133,#videoshowaovivo eh impressionante ver um ator se entregá tanto  aos seus personagens como Nelso Xavier!,Today there is masterchef  #MasterChefBR,It is amazing to see an actor surrender to both his characters as Nelso Xavier!
3134,É O TCHAAAAAANNNNN #AltasHoras,Very fool saying q would call the girlfriend,It’s the TCHAAAAAANNNNN #AltasHoras
3135,"to assistindo a Fátima aqui, vou comer umas bananas pra ve se o otimismo aparece. #Encontro",She comes to eat a dog after the night club with,"I'm going to see Fatima here, I'm going to eat a few bananas to see if optimism appears."
3136,Léo super sincero kkkkkkkk  #MasterChefBR,I have been delayed several times to watch this novel,Super honest Leo kkkkkkk #MasterChefBR
3137,Ansiosa para começar #MasterChefBR,This boy was lucky to be adopted 18 years o,Anxiety to Start #MasterChefBR
3138,"#Encontro Essa história de amor do Nando Reis e a mulher eh linda. Eles se casaram, ficaram separados durante 8 anos e se casaram de novo.",The problem is: watching gives a hunger!! rsr,"This love story of Nando Reis and his wife eh beautiful. They married, separated for 8 years and married again."
3139,Só emoções no #Encontro,stop!,Emotions at #Meeting
3140,Concordo  !! Mto boa pauta do #encontro.Laura Carneiro tb ta falando disso hj #lauranafolha,TheNoite,I agree!! Mto good pauta of #encontro.Laura Carneiro tb ta talking about it hj #lauranafolha
3141,Meu relógio tava adiantado 1h... já tava louca aqui sem começar  #MasterChefBR,I watch here every day every day I watch her,My clock was 1h ahead... I was crazy here without starting #MasterChefBR
3142,"#MasterChefBR no H&amp;H
 mesmo tendo um enlatado ...
Voce cozinhou, transformou e fez tudo no tempo certo  
⏱️⏲️⏰🕰️⏳
Parabéns!!",What malaise is this in #Encontro?,"#MasterChefBR in H&amp;H even having an enlated... You cooked, transformed and did everything at the right time ️️️ Congratulations!!"
3143,"Gente esses dias eu sonhei com o  tá doidoo, hahahha #MasterChefBR",IS TO TAKE WHAT I WEIGHT DA,"People these days I dreamed of the ta doidoo, hahahha #MasterChefBR"
3144,"Todos apostos, vai começar o Vídeo Show #VideoShowAoVivo","I am loving Cibele, I'll put to break, I""","All bets, will start the Video Show #VideoShowAoVivo"
3145,AAAAAcho que ela não vai saber dizer em #ConversaComBial,"Namaria Ridicículo saying that ""there are better brigadeiros",AAAAAI think she will not know how to say in #ConversaComBial
3146,Não tem problema a trouxa faz  #Encontro,Every morning a different story class with Bial and Cia #Con,There's no problem the marriage makes #Encounter
3147,#VideoShowAoVivo PODE FAZER LOOK MASCULINO TBM,You name and your daughter likes the boy who is girl,#VideoShowAoVivo Could Make Male Look TBM
3148,"#ConversaComBial Que tema importante. Democracia !
Comunicação popular é o melhor caminho!!",Evidence #Encontro DIZ QUE É VERDADE QUE,#ConversaComBial What important topic. Democracy! popular communication is the best way!!
3149,E o bolo de coxinha Ana?? #MaisVocê,#AltasHours,What about the cake of Ana?
3150,Jacquin é muito fofo eu não me canso de falar isso quero conhecer eleeeeeeeeeeeee #MasterChefBR,The one who will leave:OPORDEUS #MasterChe,Jackie is very fool I don't get tired of talking that I want to know eleeeeeeeee #MasterChefBR
3151,Educação mandou lembranças no #MaisVoce,I think that mr catra smoked something befor,Education sends memories on #MaisVoce
3152,Já pensou se ele corta o dedo de novo!? 😱 #MasterChefBR,"Adriana's pride  #Meeting""",Have you ever thought if he cut his finger again? #MasterChefBR
3153,Olha o Gigantossauro aí! #MasterChefBR,"Finally, #Conversation with the BALAN .",Look at the Giantosaurus here! #MasterChefBR
3154,"Ah não Vitor, assim não tem como te defender meu amado lindo #MasterChefBR",The current is strong to eliminate Myrian! Amen starts,"Oh not Vitor, so there's no way to defend you my beloved #MasterChefBR"
3155,Hoje tem masterchef 👏👏😍  #MasterChefBR,I was good in the kitchen doing my tuna cake and I,I have a masterchef today #MasterChefBR
3156,jacquin muito fofo dizendo q ia chamar de gatinha ajahahahhahahahhaha #MasterChefBr,#Encounter if every time a man helps in household,"I'm not sure if I'm going to go to the house, I'm going to go to the house, I'm going to go to the house."
3157," vem comer um dogão depois da balada comigo, seu lindo ❤  #MasterChefBR","I am always delighted when you present Sam Alves in ,","Come to eat a dogan after the ball with me, your beautiful ❤ #MasterChefBR"
3158,"#VideoShowAoVivo amo essa novela! Ja me atrasei várias vezes pra ficar assistindo
#NovoMundo","Although permeated with humor, the siblings Galvão' wise""",I love this novel! I’ve been delayed several times to stay watching #NewWorld
3159,Esse menino teve sorte. 18 anos ser adotado. Que ele aproveite essa família amorosa #Encontro,"Namaria talking about Thais' yellow blood pump""",This boy was lucky. 18 years to be adopted. let him take advantage of this loving family #Encounter
3160,#MasterChefBR  tem um problema: assistir dá uma fome!! rsrs🙄😑,"The ""Fatima\'s legs"" enters the trends ",#MasterChefBR has a problem: watching gives a hunger!!
3161,"#MasterChefBR estranho é q qnd alguém faz algo meio italiano ou francês eles adoram, agr a Yuko é xingada por fazer comida tailandesa. stop!",The sardine has to stay that way ??? that horror s,"#MasterChefBR strange is q qnd someone does something half Italian or French they love, agr to Yuko is shinged by making Thai food. stop!"
3162,"REI CATRA
#TheNoite",I am very a fan of these two #I meet them.,King Katra #TheNoite
3163," aeeeeee, #TheNoite ta foda!! Assisto aqui todo dia",#Encounter,"I'm here every day, I'm here every day, I'm here every day!"
3164,Que maluquice E essa no #Encontro?,#MasterChefBR cooking!,What a fool and that at #Meeting?
3165,"Se a Ana Maria pode apresentar o programa vestida de unicórnio, eu POSSO FAZER O QUE EU QUISER na vida #MaisVoce",#MasterChefBR was interesting hj,"If Ana Maria can present the program dressed in unicorn, I CAN DO WHAT I WANT in life #MaisVoce"
3166,"#VideoShowAoVivo agora estou adorando Cibele,vai botar pra quebrar,adoooooooooro",When I say that there is a lot of sexist mother and,"#VideoShowAoLive now I'm loving Cybele, you'll throw to break,adoooooooo"
3167,"Ridículo Namaria dizer que ""tem brigadeiros melhores"" #Atardeesua #MaisVoce",I have not yet overcome the #MasterChefBR of ,"Ridicle Namaria says that ""there are better brigaders"" #Atardeesua #MaisVoce"
3168,"Todo madrugada uma aula de história diferente com Bial e Cia
#ConversaComBial #samba #poderaopovopreto","The Vitor's Court hurt worldwide, the guy's guy""",Every morning a different history class with Bial and Cia #ConversaComBial #samba #poderaopovopreto
3169,#MaisVocê namaria gosta dos boy novinho,"In my house, not even in my friends' house""",You love the new boy.
3170,"Sandy cantando a melhor música sertaneja do Brasil: Evidências #Encontro 
DIZ QUE É VERDADE QUE TEMMMMM SAUDADEEEE",I want to see the #Times #CaixinhadeMúsicaDvd,Sandy Sings the Best Sardinia Music of Brazil: Evidence #Encontro DIZ IS TRUTH THAT TEMMMMM SAUDADEEEE
3171,Tomás muito fofo. #AltasHoras,I stop seeing at once nam urucubaca #,It’s a good thing to do. #Hightime
3172,"Olha, ver os mimos cozinhando na eliminação já é pancada. Ver a Mirian e o Léo no mezanino, é trágico. Quem vai sair:SÓPORDEUS #MasterChefBR",No friend to talk about #MasterChefBR but when,"See, see the mimos cooking in the elimination is already broken. See Mirian and Leo in the mezanino, is tragic. Who will go out:SOPORDEUS #MasterChefBR"
