tweets_original,tweets_translater_face,polarity,polarityMultiClassifierTweetsOriginal,polarityMultiClassifierTweetsTraduzido
ele já ta tenso e esse povo ainda fica gritando ah plmdds nem #MasterChefBR,He’s already tension and that people still cry ah plmdds or #MasterChefBR,1.0,-1.0,-1.0
Eu fico me perguntando será que esse cara tem algum defeito ?  #conversacombial,I am still wondering if this guy has some defect? #conversacombial,1.0,-1.0,-1.0
"Se deixarem a Yuko por último DENOVO eu mato.
#MasterChefBR",If you leave Yuko for the last time DENOVO I kill. #MasterChefBR,-1.0,-1.0,-1.0
#AltasHoras tinha um conjuntin listrado q as meninas do É O Tchan usavam e eu tinha tb. Um azul e um laranja e queria usar até p ir p escola,#AltasHoras had a listrate countin q the girls of is The Tchan used and I had tb. A blue and an orange and wanted to use until p go p school,-1.0,0.0,0.0
MIRIAN FOI DESTAQUE NEGATIVO MEU DEUS DO CEU #MasterchefBr,Mirian was my God's negative offset from CEU #MasterchefBr,-1.0,-1.0,-1.0
QUE AFLIÇÃO mas pelo menos Vitor B terminou o prato 🙌🏻 #MasterChefBR,What AFLICATION but at least Vitor B finished the dish 👍🏻 #MasterChefBR,-1.0,1.0,1.0
"""A dignidade é sem escravidão.""
#Encontro",“Dignity is without slavery”,1.0,0.0,-1.0
é vermelhohhoooooooooooooooooooooooooooooooooo  #MasterChefBR,It’s redoooooooooooooooooooooooooooooooooooooooooooooooooooooooo,1.0,-1.0,-1.0
Maluco q sad. O Douglas foi eliminado. Acho q vou dormir em lagrimas. #MasterChefBR,Maluco q sad. The Douglas was removed. I think q I’m going to sleep in tears. #MasterChefBR,-1.0,-1.0,-1.0
Chorando ainda a saída do do  do #MasterChefBR 😭😭😭😭😭😭😭😭😭😭😭😭😭,I'm looking forward to the #MasterChefBR.,-1.0,-1.0,1.0
Melhor episódio da Temporada!!! #MasterChefBR,Best episode of the season!!! #MasterChefBR,0.0,1.0,1.0
é a Fátima Bernardes ela acabou de postar KKKKKKKKKKKKKK KKKKKKKKKKKKKK #VideoShowAoVivo,It’s Fatima Bernardes she just posted KKKKKKKKKKKK KKKKKKKKKK #VideoShowAoVivo,1.0,0.0,0.0
"#VideoShowAoVivo 
É o Nicolas Prattes!!!",It’s the story of Nicolas Prattes!!!,0.0,0.0,0.0
"Eu to em dúvida nos looks, mas acho q o da Mariah tem mais a ver #VideoShowAoVivo","I’m in doubt we look, but I think that Mariah’s has more to see #VideoShowAoVivo",0.0,0.0,0.0
A Tiê tá parecendo uma mendiga #Encontro,You look like a prayer #Meet,-1.0,-1.0,1.0
Curto quando Fabrizio vai bem porque é soteropolitano e dá recalque na Miriam hehe #MasterChefBR,It’s a good time when Fabrizio goes well because he’s a soteropolitan and gives back in Miriam hehe #MasterChefBR,1.0,1.0,1.0
Sophia na época de Malhação 😍😍 #AltasHoras,Sophia at the time of Malhation 😍😍 #AltasHoras,0.0,1.0,1.0
EU N ACREDITO QUE O VITOR B PASSOU POR TUDO AQUILO SEMANA PASSADA PRA SAIR NESSA SEMANA AAAAAAAAAAA VAI SE FERRA #MasterChefBR,I acknowledge that VITOR B has gone through all that week before coming out this week AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1.0,-1.0,1.0
ESSA É A PROVA QUE EU TÔ MAIS NERVOUSA DA HISTÓRIA DAS PROVAS NERVOSA #MasterChefBR,This is the proof that I am the most nervous in the history of the nervous proof #MasterChefBR,1.0,-1.0,-1.0
Acho que o Vitor B que vai hj :/ #MasterChefBR,I think the Vitor B is going hj :/ #MasterChefBR,-1.0,-1.0,-1.0
 Linda ♥ #EquipeAzul #MasterChefBr,Beautiful #MasterChefBr #MasterChefBr,1.0,1.0,1.0
"Mdssss qual o problema desse povo do #MasterChefBR que não corta os trem pequeno antes de cozinhar??? Pqp não tem tempo, os trem fica cru",Mdssss what the problem of this #MasterChefBR people who don't cut the small train before cooking???,1.0,-1.0,-1.0
"#videoshowaovivo
Totia Meirelles é a musa do clipe Guilherme Arantes.",Totia Meirelles is the musician of Guilherme Arantes.,0.0,0.0,0.0
quero esse pijama e pantufa que ana maria tá usando #MaisVoce,I want this pyjama and pantufa that Ana Maria is using #MaisVoce,1.0,0.0,0.0
Socorro  pescando ( dormindo ) Ao Vivo 🙈😅😂 gente como a gente #Encontro,I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure.,-1.0,0.0,1.0
Os comida feia credo #MasterChefBR,The food feia credo #MasterChefBR,0.0,-1.0,-1.0
Qq ta acontecendo no #MasterChefBR cheguei so agr,Qq ta happening at #MasterChefBR I got so agr,1.0,0.0,0.0
Tocante essa entrevista do Dráuzio Varella. A realidade penitenciária feminina é muito cruel #ConversaComBial,Touch this interview by Dráuzio Varella. The female penitenciary reality is very cruel #ConversaComBial,1.0,-1.0,-1.0
sapão do masterchef vai rodar hoje #MasterChefBR,MasterChef's shoe will run today #MasterChefBR,1.0,0.0,0.0
Pedro Bial veio hoje para expor todas as contradições do Padre Fabio kkkkkkkkk #ConversaComBial,Pedro Bial came today to expose all the contradictions of Father Fabio kkkkkkkkk #ConversaComBial,-1.0,0.0,0.0
"Filho de Serginho + É o Tchan = ÇOKOOOOOOOORROOOOO!!!!  💓💓💓💓💓

Zero maturidade, pra criança extraordinárias!!!! #AltasHoras","It’s a good thing to do, but it’s a good thing to do, and it’s a good thing to do.",0.0,1.0,1.0
"essa Miriam tá fazendo joguinho #MasterChefBR 
dissimulada",This Miriam is making a #MasterChefBR hidden toy,-1.0,-1.0,-1.0
"Violencia num país, em guerra ou não, é doença social, aqui além disto, é um cancer politico tb #AltasHoras","Violence in a country, in war or not, is a social disease, here beyond this, is a political cancer tb #AltasHoras",1.0,-1.0,-1.0
a pioneira do movimento mais recente feminino do sertanejo nao seria a paula fernandes? #ConversaComBial,The pioneer of the latest female movement of the sertanejo would not be the paula fernandes? #ConversaComBial,-1.0,0.0,0.0
#MasterChefBR Já estou aqui ansiosa pra assistir. 😬😬😬😬😬,#MasterChefBR I'm here now looking forward to seeing.,1.0,1.0,1.0
Teve até desfile haha!  #masterchefbr,You have even had a parade haha! #masterchefbr,1.0,1.0,1.0
Vitor B saiu nem creio . #MasterChefBR  mas ficando Ana Luisa ta de boa,"I'm not sure if I'm going to do it, I'm going to do it, I'm going to do it, I'm going to do it.",-1.0,-1.0,0.0
PELO AMOR DE DEUS o #MaisVoce falando que o FGTS é descontado do empregado. ELE NÃO É DESCONTADO É DEPOSITADO.,For the love of God the #MaisVoce saying that the FGTS is discounted from the employee.,0.0,-1.0,0.0
"#MaisVocê
Amo O  
Ele é show morrendo de rir😂😂😂","I love you, I love you, I love you, I love you.",-1.0,1.0,1.0
Já coloquei meu avental #MasterChefBR,I've already put my avental #MasterChefBR,-1.0,0.0,0.0
"Fernando:""TIVE UMA IDÉIA SENSACIONAL"" kkkk  #MasterChefBR","Fernando: ""I had a sensational idea"" kkkk #MasterChefBR",0.0,1.0,1.0
Maiara é muito maraaa gente #ConversaComBial,Mayara is very maraaa people #ConversaComBial,1.0,1.0,1.0
Como vai ser esse programa sem a Yuko? 😢 #MasterChefBR,How will this program be without Yuko? #MasterChefBR,0.0,-1.0,-1.0
#MasterChefBR Mais que adoro.Amo!!,#MasterChefBR More than I love.I love!!,-1.0,1.0,1.0
Fogaça na prévia  😍 #masterchefbr,You are here: Home #masterchefbr,1.0,1.0,0.0
"Cara, a moça q está fazendo a  grana no #edecasa deve ser prima da #tati kkkkkkk","Car, the girl q is doing the grain on #edecasa should be #tati kkkkkkk's cousin",0.0,0.0,0.0
"Ana, estão falando de mim! Depois dos 45: me separei, voltei ao mercado de trabalho, fiz faculdade e pós, ganhei um amor maduro #MaisVoce","After 45: I separated, I returned to the labour market, I did college and post, I gained a mature love #MaisVoce",1.0,1.0,0.0
"Ele tá cantando ""Eu me mordo de ciúmes"" mas,eu tô me perguntando é de qual mulher,ele tá sentindo ciúmes 

#thenoite ",He’s singing “I’m bite of jealousy” but I’m wondering which woman he feels jealousy.,0.0,-1.0,-1.0
"#Encontro Meu pai teve 8 irmãos, minha mãe 9, eu Jesue tive 4 irmãos, eu tive 2 filhos, tempos diferentes.","My father had 8 brothers, my mother 9, I Jesus had 4 brothers, I had 2 children, different times.",-1.0,0.0,0.0
Pelo menos hoje tem #MasterChefBR,At least today has #MasterChefBR,1.0,1.0,1.0
"essa Tiê é maravilhosa 💜💜💜

#Encontro #FátimaBernardes!",It’s a wonderful day for you. #FatimaBernardes!,0.0,1.0,1.0
  Own vem pro nosso time ❤️ #MasterChefBR,Own comes for our time ❤️ #MasterChefBR,0.0,1.0,1.0
SOS Eles são MUITO ruins #altashoras,They are very bad #altashoras,1.0,-1.0,-1.0
"#MaisVoce eu duvido que a #namaria faz esse bike sei lá o quê... Eu desafio, quero ver se ela tem coragem mesmo kkkkk!","I’m not sure if I’m going to be a big man, I’m going to be a big man, I’m going to be a big man, I’m going to be a big man, I’m going to be a big man.",1.0,0.0,0.0
"A Yuko não me desce infelizmente, nunca gostei #MasterChefBR","Yuko doesn’t fall unfortunately, I’ve never liked #MasterChefBR",-1.0,-1.0,-1.0
Turnê pela justiça 😄😄😄😄😄😄 #TheNoite,This is the day of the righteousness.,-1.0,0.0,1.0
Grupo azul tu não me mata do coração #MasterChefBR,Blue group you don't kill me from the heart #MasterChefBR,0.0,-1.0,-1.0
#VideoShowAoVivo O vestido da Fedora kkkkk. Muito bom,#VideoShowAoLive Fedora’s dress kkkkk.,1.0,1.0,0.0
"#VídeoShowAoVivo  
Sophia como sempre belíssima ♠",You are here: Home » Sophia » Sophia as always beautiful,0.0,1.0,1.0
Um programa em q o apresentador chama um cara da platéia de arrombado. Esse é o tipo coisa q gosto de ver. #TheNoite,A show in q the presentator calls a guy from the plateau of rubbish. This is the type of thing q I like to see. #TheNoite,0.0,-1.0,1.0
minha semana sem ir pra escola se resumiu em assistir #encontro tô me sentindo muito dona de casa,My week without going to school resumed in watching #touch me feeling very homewoman,-1.0,-1.0,1.0
"Deu até nojo de continuar vendo o programa,homem escroto sendo machista e outro escroto falando q foi ""opinião"" #Encontro","It gave up to nojo to continue watching the program,man scrot being machist and another scrot speaking q was ""opinion"" #Meet",1.0,-1.0,-1.0
Nao adiantou cruzar os dedos pra Mirian sair :( #MasterchefBr,Not advanced to cross the fingers to Mirian out :( #MasterchefBr,1.0,-1.0,-1.0
Olá  gostaria da participação do Fiuk no #AltasHoras. Obrigada!,Hello I would like to participate in Fiuk on #AltasHoras.,1.0,0.0,0.0
"Fui assistir #AltasHoras e achei um pouco #Esquenta. Vanessa da Mata, Bela Gil, Laís Souza, Sophia Abrahão e o ÉoTchan. Gosto disso.","I went to #AltasHoras and found a little #Esquenta. Vanessa da Mata, Bela Gil, Laís Souza, Sophia Abraham and EoTchan. I like it.",1.0,1.0,1.0
"O ""não quero saber"" do Léo foi pro Douglas? Hahahahhaha #MasterChefBR","The ""I don't want to know"" of Leo was for Douglas? #MasterChefBR",-1.0,0.0,0.0
A sociedade está doente. #Encontro,The society is sick. #Meeting,-1.0,-1.0,-1.0
"#ConversaComBial  Dizendo: ""Eu não... Cada um que expulse o diabo que criou"" Morri hahahahaha. Essa foi bem nova.","#ConversaComBial Saying: ""I don't... Everyone who throw out the devil he created"" Morri hahahahaha.",1.0,1.0,0.0
Sempre q via a Maiara e Maraisa na propaganda do CD via uma mulher só e queria conhecer a outra. Aí descobri que são gêmeas #ConversaComBial,Always saw Maiara and Maraisa in the CD propaganda saw one woman alone and wanted to meet the other.,-1.0,0.0,0.0
Algo inédito no #TheNoite a participação do  e não vou deixar de Assistir nem na  enésima vez.,There is something unpublished on #TheNoite the participation of and I will not stop watching even for the last time.,1.0,1.0,1.0
#MasterChefBR Paola estava me representando durante a contagem,#MasterChefBR Paola was representing me during the counting,1.0,1.0,1.0
Tá esse episódio de  foi o mais mais emocionante de tds... não queria que o  saísse :´( #MasterChefBR,This episode was the most exciting of tds... I didn’t want it to go out :’( #MasterChefBR,-1.0,-1.0,-1.0
#TheNoite vai ser o melhor!!!,#TheNoite will be the best!!!,1.0,1.0,1.0
"""Eu não sei por onde vou, só sei que não vou por aí"" 😊😊 #ConversaComBial","“I don’t know where I’m going, I just know I’m not going by there.” – ConversaComBial",1.0,0.0,0.0
Hoje tem #MasterChefBR 👏🏻🍽,Today we have #MasterChefBR 👍🏻,1.0,1.0,1.0
#MaisVoce com uma energia incrível da  e Fernandinha ❤️ fez até meu dia mais leve!,#MaisVoce with an incredible energy from and Fernandinha ❤️ made my day lighter!,1.0,1.0,1.0
o cachorro da ana maria tentando arrancar a pantufa de unicórnio do pé dela hahahahahaahah #MaisVoce,Ana Maria's dog trying to remove the unicorn pantufa from her foot hahahahahaah #MaisVoce,1.0,0.0,0.0
"#MasterChefBR
#QuemSai
Mirian pelos deuses!!!!",#MasterChefBR #WhoSai Mirian for the gods!!!,1.0,-1.0,1.0
Todo mundo odeia a Mírian #MasterChefBR,Everyone hates Miryan #MasterChefBR,0.0,-1.0,-1.0
tamo aqui vendo o #TheNoite,You are here to see #TheNoite,-1.0,0.0,0.0
#Encontro a Fátima falou muito bem sobre o treinamento que os policiais precisam ter durante sua carreira.,#Meeting Fatima talked very well about the training that the police need to have during their career.,1.0,1.0,1.0
Não estou sabendo lidar que vai ser aquarela  #DomingoLegal,I don't know how to deal that will be aquarella #DomingoLegal,1.0,-1.0,-1.0
Agora vou ver tu tu  pá #AltasHoras,I'm going to see you now #HighHoras,1.0,0.0,0.0
"#VideoShowAoVivo, to tao emocionado que não paro de chorar kkkkkkkkkkkkk","#VideoShowAoVivo, to tao excited that I don't stop crying kkkkkkkkkkkkkkk",1.0,-1.0,1.0
"#VideoShowAoVivo
Fátima Bernardes seus lindossss",#VideoShowAoLive Fatima Bernardes her beautifulsss,-1.0,1.0,1.0
"A  fala do BRASIL como uma mãe fala de um filho. Eu fico arrepiada! Obrigada, minha brasileirinha! #MasterChefBR","The Brazilian speaking as a mother speaks of a son. I am regretted! thank you, my Brazilian! #MasterChefBR",0.0,1.0,-1.0
"Já, já 📺 #NasNovelasDaNoiteSBT #CarinhaDeAnjo122😍
#Chiquititas171💙
Logo mais:
#ProgramaDoRatinho 
#CineEspetacular
#TheNoite 
.","This is the first time I’ve been able to do it, and I’ve been able to do it, and I’ve been able to do it.",-1.0,0.0,1.0
 num dá vontade de colocar dentro de um potinho quando ele tava sorrindo e passando as mãozinha na barriga????? #MasterchefBr,In one don’t want to put inside a pot when he was smiling and passing the hands on the stomach??? #MasterchefBr,1.0,0.0,-1.0
Só pisão hoje no #Encontro,I'm just on the #Meet today.,-1.0,0.0,0.0
Esse negócio de massagem para os filhos fazerem nas mães que tá passando no #EDeCasa serve p crianças menores de 3 anos também? 😔,This massage business for children to do in the mothers that are going through at #EDeCasa serves p children under 3 years as well? ,-1.0,-1.0,0.0
#MasterChefBR Que emoção Vitor,#MasterChefBR What Emotion Vitor,1.0,1.0,-1.0
Agora que dorgas saio já posso dormir em paz  #MasterChefBR,"Now that dorgas go, I can sleep in peace #MasterChefBR",1.0,1.0,1.0
Braulio é muito legal né? ❤️ #Encontro,Braulio is so cool? ❤️,1.0,1.0,1.0
Que história doida é essa que essa miga mais loka ta contando no #TheNoite? Maaaano! Sempre lembro de Tati qnd alguém conta história assim 😂,What is this crazy story that this miga most loka t telling on #TheNoite? Maaaano! I always remember Tati qnd someone telling story so 😂,1.0,-1.0,-1.0
Só mostraram a Sophia com o Joaquim no #AltasHoras porque com Otaviano não rola química. Otaviano é forçado com ela #VideoShowAoVIVO,They only showed Sophia with Joaquin at #AltasHoras because with Otaviano does not roll chemistry.,0.0,-1.0,-1.0
#altashoras to amando o programa de hoje!! :),#altashoras to love the program of today!! :),1.0,1.0,1.0
Sophia melhorou bastante hein #Altashoras,Sophia improved quite hein #Altashoras,-1.0,1.0,1.0
"Epaaaaa olha o Dad no #TheNoite
 💜",Epaaaaa look at Dad on #TheNoite,1.0,1.0,1.0
 Que linda homenagem à sua mãe Serginho...lindo o Tomas #altashoras,What a beautiful tribute to your mother Serginho...lindo the Tomas #altashoras,0.0,1.0,1.0
Eu achava que só ia passar raiva assistindo BBB mas me enganei  #MasterChefBR,I thought I’d just be angry watching BBB but I’m wrong #MasterChefBR,0.0,-1.0,-1.0
Pq #masterchefBr pisa tanto né? Ultimamente é o único programa  de TV que não perco de jeito nenhum,Pq #masterchefBr pisa so much no? recently it's the only TV show I don't miss in any way,0.0,-1.0,-1.0
#VideoShowAoVivo Oi meus amores tudo bem Joaquim Lopes Otaviano Costa quero relembrar a novela Cobras E Lagartos #VideoShowAoVivo,"I'm not sure if I'm going to do it, but I'm not sure if I'm going to do it.",1.0,0.0,0.0
Toda terça-feira é isso de eu ir assistir #MasterChefBR e ficar vendo Igreja da graça (nem sei se esse é o nome).,Every Tuesday it’s that I go to watch #MasterChefBR and be watching the Church of grace (I don’t know if that’s the name).,1.0,-1.0,0.0
#masterchefbr tá ficando mto na cara que só entro no Twitter pra ver Master Cheff.. ahahaha.. amoooo,"I'm not sure if I'm going to go to the world, I'm not sure if I'm going to go to the world, I'm not sure if I'm going to go to the world.",0.0,1.0,-1.0
"Evangelista Wellington Murilo Martins foi tremendo

#encontro de profetas dia 1",Wellington Evangelist Murilo Martins was tremendous #the meeting of prophets day 1,-1.0,1.0,1.0
#EDECASA Cissa tremendo até 2030 segurando a cena no carão kkkk,#EDECASA Cissa tremendous until 2030 holding the scene on the kkkk side,0.0,0.0,1.0
" o melhor da tv Brasileira!! 
#VideoShowAoVivo",The best of the Brazilian TV!! #VideoShowAoVivo,1.0,1.0,1.0
Acho q não seria justo Victor B. ser eliminado. Foi um acidente e todos estão sujeitos a isso na cozinha #MasterchefBr,It was an accident and everyone is subject to it in the kitchen #MasterchefBr,-1.0,-1.0,-1.0
